流水號,課程名稱,授課老師,課程大綱
61885,族群生態與漁業資源永續,王慧瑜,"|**課程資訊**        課程名稱| 族群生態與漁業資源永續  Population Ecology and Sustainable Fisheries Resources  |    開課學期| 108-1    授課對象| 生命科學院  漁業科學研究所    授課教師| [王慧瑜](teacher.php?op=s2&td=241065)    課號| Ocean5105    課程識別碼| 241 U6020    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期二2,3,4(9:10~12:10)    上課地點| 海研232    備註| 與張以杰合授  總人數上限：20人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081Ocean5105_>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=241M&cou_code=241U6020)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|Understanding dynamics and fluctuations of natural fish populations requires adiverse set of skills. Through this course students will learn knowledge offish biology and field and quantitative methodologies for exploring populationdynamics of both freshwater and marine fishes. In addition, students willbroaden understanding of fisheries and natural resource management (throughlectures and text book readings), practice and develop critical thinkingskills (through in-class discussions and a group presentation), and learn howto read and interpret the scientific literature in fish ecology and fisheriesscience (through discussing the primary literature). Ultimately, this coursewill provide knowledge and training on formulating research questions andtackling problems in management of fisheries and other natural resources in achanging world.    課程目標| To provide basic knowledge on fish biology, population ecology, andmathematical models and apply such knowledge to understand the concepts offisheries management.    課程要求| 待補    Office Hours|    參考書目| 1\. Hart, P.J.B. and J.D. Reynolds, editors. 2002. Handbook of Fish Biologyand Fisheries. Blackwell Science Ltd. Oxford, UK.  2\. Jennings, S., M.J. Kaiser, and J.D. Reynolds. 2001. Marine FisheriesEcology. Blackwell Science Ltd. Oxford, UK.  3\. Quinn II, T.J. and R.B. Deriso. 1999. Quantitative Fish Dynamics. OxfordUniversity Press, New York.    指定閱讀| 待補    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||    第1週| 9/11  | Introduction of population ecology, overview of fishery resourcesand management (王)    第2週| 9/18  | Population dynamics, density-dependent regulation, stock concept (王)    第3週| 9/25  | Fishing gear, history of fishing, tragedy of the commons (王)    第4週| 10/02  | Gear selectivity; catchability; relative abundance; catch andeffort (王)    第5週| 10/09  | Age and growth (growth models), back-calculating length-at-age,length-weight relationship (張), lab exercise 1 (otolith reading) (王)    第6週| 10/16  | Life-history variation, dissecting experiment lab exercise 2 (王)    第7週| 10/23  | Reproductive traits, fitting models (王)    第8週| 10/30  | Condition, bioenergetics model (王)    第9週| 11/06  | Fishing and natural mortality, population growth, catch curve (張)    第10週| 11/13  | Mid-term    第11週| 11/20  | Stock assessment-key principle and components, production models(張)    第12週| 11/27  | Recruitment theory, stock-recruitment models (王)    第13週| 12/04  | Yield-per-recruit, virtual population analysis, biologicalreference points (張)    第14週| 12/11  | Darwinian fisheries science, genetic consideration (王)    第15週| 12/18  | Climate change and fishing effects (張)    第16週| 12/25  | Food web, ecosystem-based management (張)    第17週| 1/01  | Holiday    第18週| 1/8  | Final exam"
48891,行政救濟法專題研究二,林明昕,"|**課程資訊**        課程名稱| 行政救濟法專題研究二  Seminar on Administrative Remedy Law (Ⅱ)  |    開課學期| 108-1    授課對象| 法律學院  法律研究所    授課教師| [林明昕](teacher.php?op=s2&td=A01124)    課號| LAW7412    課程識別碼| A21 M9530    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期三3,4(10:20~12:10)    上課地點|    備註| 教室為霖1703。  限碩士班以上  總人數上限：15人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=A21D&cou_code=A21M9530)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程將以比較法方式（以德、日、美為主，但不限於此），引導修課者深入探討有關行政爭訟法上「暫時權利救濟（vorl&auml;ufigerRechtsschutz）」，即停止執行、假處分、假扣押的各種相關議題。其中，由於行政爭訟法上之該系爭制度，實部分源自民事訴訟法，因此有關該制度與民事訴訟法學上之暫時權利保護制度（亦即：我國或日本習稱的「民事保全制度」）的異同等問題，也將是課程中研究的重點。    至於本學期課程主要內容則如下：  1\. 暫時權利救濟之意義與功能  2\. 行政爭訟與民事訴訟上暫時權利救濟制度之比較  3\. 暫時權利救濟之類型  4\. 保全行政執行之假扣押與假處分  5\. 暫時權利救濟聲請之實體裁定（決定）要件  6\. 暫時權利救濟之實體審查標準  7\. 暫時權利救濟裁定（決定）之內容  8\. 本案事先裁判（Vorwegnahme der Hauptsache；本案化）之迷思  9\. 暫時權利救濟之程序進展  10\. 暫時權利救濟裁定（決定）之「救濟」、「變更」及「緊急處置」（暫時性之暫時權利救濟裁定）  11\. 行政爭訟中先行程序制度（如訴願、復審、復查...等）之暫時權利救濟  12\. 第三人權利救濟之暫時權利救濟    課程目標|本課程原則上在學期開始之數週內，將先由授課教授講授行政爭訟法上暫時權利救濟制度的梗概，並提出重要的爭點問題（重點參見「課程概述）。嗣後，再視修課修課者人數，由一名學生或分組輪流報告某一相關議題，於授課老師主持下，再由另一名或另一分組學生與談，全部修課學生並進而展開相關討論，以期修課者能深入瞭解此一現代行政訴訟法學中的重要制度。    課程要求|修習者請利用下列參考書目，抑或其他坊間可得之教科書等，自行加強行政爭訟法之基本知識。此外，民事訴訟法學之基本知識，特別是有關「民事保全制度」（假扣押及假處分）之問題，亦應設法稔熟。    Office Hours|    參考書目| 第一週上課時說明    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
20799,原型實踐A,陳柏華,"|**課程資訊**        課程名稱| 原型實踐A  Keystone Project A  |    開課學期| 108-1    授課對象| 工學院  土木工程學系    授課教師| [陳柏華](teacher.php?op=s2&td=501147)    課號| CIE2022    課程識別碼| 501 28010    班次|    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間| 星期二A,B,C(18:25~21:05)    上課地點| 土320    備註| 初選不開放。需同時修習工程統計學和運輸工程。與?井勝哉合授  限本系所學生(含輔系、雙修生)  總人數上限：40人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081CIE2022_>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=5010&cou_code=50128010)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|It's a true English course with projects focused on statistics andtransportation engineering.    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀| 待補    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||"
96047,極短篇小說,張春榮,"|**課程資訊**        課程名稱| 極短篇小說  Chinese Short Short Stories  |    開課學期| 108-1    授課對象| 國立臺灣師範大學    授課教師| [張春榮](teacher.php?op=s2&td=000001)    課號| TA10410039    課程識別碼| TACHU0179    班次| 57    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期一9,10(16:30~18:20)    上課地點| 本部 樸206    備註| 臺師大校際課程。課程性質：學士班。限修學制：大、碩、博  總人數上限：5人  課程大綱|[http://courseap.itc.ntnu.edu.tw/acadmOpenCourse/SyllabusCtrl?year=108&term;=1&courseCode;=CHU0179&courseGroup;=&deptCode;=LU20&formS;=2&classes1;=&deptGroup;="
28634,馬來文二上,顏聖錝,"|**課程資訊**        課程名稱| 馬來文二上  Malayan (Ⅱ)(1)  |    開課學期| 108-1    授課對象|    授課教師| [顏聖錝](teacher.php?op=s2&td=004013)    課號| AdvEng3113    課程識別碼| 004 30421    班次|    學分| 3.0    全/半年| 全年    必/選修| 選修    上課時間| 星期四6,7,8(13:20~16:20)    上課地點| 共207    備註| 第一次上課缺席且未經核准者，逕予退選。第二週後不開放加選。母語人士勿修習。  總人數上限：15人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081AdvEng3113_>    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|經過了馬來文一（上、下）一學年的課程後，學生對於馬來文的聽、說、讀、寫已有了基礎的認識，因此，在馬來文二（上）將針對「聽」、「說」這兩個部分，加強學生在馬來文的「聽」、「說」的能力。本課程為「馬來文」進階課程，因此，課程將進入文法、句型結構等的階段。    課程目標|本課程「進階」馬來文課程，將加強學生對語法的掌握與字彙的增進，進而培養學生的聽，說，讀，寫進階能力。每週將會有一個主題，學習內容與自己生活習習相關，更能學以致用。此外，每節課中除了語言的學習以外，也會介紹馬來西亞的歷史、社會與文化，讓同學在學習馬來文的同時也對當地的社會和文化有基本的認識。    課程要求| 本課程為「進階」馬來文課程，因此，必需先選修「馬來文一上、下」的課程。  -馬來西亞與印尼國籍，或母語為「馬來文」、「印尼文」學生不得選修。     Office Hours| 另約時間    參考書目| 1.Zahara Othman and Sutanto Atmosumarto, Colloquial Malay-A CompleteLanguage Course, New York: Routledge. ,1995. (附有聲錄音帶)  2.Hawkins, Joyce M. Kamus Dwibahasa Okford(牛津雙語詞典), 3ed., Kuala Lumpur:Penerbit Fajar Bakti Sdn. Bhd., 1991.  3.Zainudin Dirin, Kamus Sama dan Kata Lawan(同義反義詞詞典), Kuala Lumpur: PenerbitFajar Bakti Sdn. Bhd., 2001.  4.Othman Sulaiman, Malay for Everyone, Pelanduk Publications (M) Sdn. Bhd.,2008.    指定閱讀| 自製教材，每週將會上傳ceiba讓學生下載    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | 平日作業、練習  |40%|    2. | 期中考  |20%|    3. | 期末考  |30%|    4. | 出席率與學習態度  |10%|      **課程進度**        週次|日期|單元主題    ||    第1週| 9/12  | 課程講解與複習一    第2週| 9/19  | Kata Nama （名詞）    第3週| 9/26  | Kata Kerja （動詞）    第4週| 10/03  | Kata Adjektif （形容詞）    第5週| 10/10  | 雙十節（放假一週）    第6週| 10/17  | Kata Hubung （連接詞）    第7週| 10/24  | Kata Sendi （介系詞）    第8週| 10/31  | Pembentukan Kata (組成詞彙) 1    第9週| 11/07  | 期中考    第10週| 11/14  | Pembentukan Kata (組成詞彙) 2    第11週| 11/21  | Ayat Dasar （基本句子）1    第12週| 11/28  | Ayat Dasar （基本句子）2    第13週| 12/05  | Bergembira dengan keluarga    第14週| 12/12  | Bercuti di kampung    第15週| 12/19  | Selamat di jalan raya    第16週| 12/26  | Budaya Taiwan    第17週| 1/02  | 期末考"
79300,現代農業體驗一,陳政位,"|**課程資訊**        課程名稱| 現代農業體驗一  Hand-on Experience of Modern Agriculture (Ⅰ)  |    開課學期| 108-1    授課對象| 園藝暨景觀學系    授課教師| [陳政位](teacher.php?op=s2&td=607037)    課號| Agron1010    課程識別碼| 601 10810    班次| 05    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四7,8,9(14:20~17:20)    上課地點|    備註| 產銷組,農經系同學不得選修,9月12日14:20-15:00在農經研討室 參閱分班編組課程週四單週上課。  限生農學院學生  總人數上限：15人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|601 10810 05  一、組名：產銷組  二、指導教師：陳政位 繆八龍  三、上課地點：農經系教室  四、名額限制：15人  五、課程簡介：  課程大綱：  １． 農業產銷簡介  ２． 農、林、漁、牧生產  ３． 主要農產品之運銷─作物、蔬果、畜產品、林產品等  ４． 水產品的生產與運銷  ５． 畜牧業─養雞、養豬場  ６． 批發市場參觀─花卉、蔬果、水果、漁產品（任選其一）  ７． 農業生產之發展  ８． 農產品運銷之發展  六、成績評定：  以上課出席、測驗及繳交報告等項目評分  上課方式：  課堂講演、參觀訪問等  ※ 農經系同學不得選修    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
14231,書報討論,張慕傑,"|**課程資訊**        課程名稱| 書報討論  Seminar (B.S.)  |    開課學期| 108-1    授課對象| 化學系    授課教師| [張慕傑](teacher.php?op=s2&td=203155)    課號| Chem4000    課程識別碼| 203 40330    班次| 04    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間| 星期一8,9(15:30~17:20)    上課地點| 化121    備註| 詳選課須知。04-06班次：化121教室。  限學士班四年級以上 且 限學號末二位除３餘１ 且 限本系所學生(含輔系、雙修生)  總人數上限：8人  課程大綱| 目前無該大綱資料！"
96094,散文選及習作（一）,沈維華,"|**課程資訊**        課程名稱| 散文選及習作（一）  Selections of Proses & Writing Practice (I)  |    開課學期| 108-1    授課對象| 國立臺灣師範大學    授課教師| [沈維華](teacher.php?op=s2&td=000001)    課號| TA10310701    課程識別碼| TACHU0289    班次| 70    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四3,4(10:20~12:10)    上課地點| 本部 樸203    備註| 臺師大校際課程。課程性質：學士班。限本系；限修學制：大、碩、博  總人數上限：5人  課程大綱|[http://courseap.itc.ntnu.edu.tw/acadmOpenCourse/SyllabusCtrl?year=108&term;=1&courseCode;=CHU0289&courseGroup;=E&deptCode;=LU20&formS;=2&classes1;=&deptGroup;="
46537,心理及教育統計學上,徐永豐,"|**課程資訊**        課程名稱| 心理及教育統計學上  Statistics in Psychology and Education (1)  |    開課學期| 108-1    授課對象| 學程  神經生物與認知科學學程    授課教師| [徐永豐](teacher.php?op=s2&td=207088)    課號| Psy1003    課程識別碼| 207 12001    班次|    學分| 3.0    全/半年| 全年    必/選修| 必修    上課時間| 星期二2(9:10~10:00)星期五3,4(10:20~12:10)    上課地點| 新102北館視聽    備註| 中午時段將安排實習課  限本系所學生(含輔系、雙修生)  總人數上限：120人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=2070&cou_code=20712001)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|....    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀| 待補    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||"
96791,合奏教學法（一）,葉樹涵,"|**課程資訊**        課程名稱| 合奏教學法（一）  Pedagogy for Ensemble(I)  |    開課學期| 108-1    授課對象| 國立臺灣師範大學    授課教師| [葉樹涵](teacher.php?op=s2&td=000001)    課號| TA10311835    課程識別碼| TAMUU0321    班次| 68    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四A,B,C,D(18:25~22:00)    上課地點| 本部 系所自排    備註| 臺師大校際課程。課程性質：學士班。限大四修；限修學制：大、碩、博  總人數上限：1人  課程大綱|[http://courseap.itc.ntnu.edu.tw/acadmOpenCourse/SyllabusCtrl?year=108&term;=1&courseCode;=MUU0321&courseGroup;=C&deptCode;=MU90&formS;=4&classes1;=&deptGroup;="
80687,田園生活體驗一,吳信志,"|**課程資訊**        課程名稱| 田園生活體驗一  Hand-on Experience of Field Life (Ⅰ)  |    開課學期| 108-1    授課對象|    授課教師| [吳信志](teacher.php?op=s2&td=606036)    課號| Agron1013    課程識別碼| 601 10910    班次| 03    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四7,8,9(14:20~17:20)    上課地點|    備註| 限非生農學院學生選修。9月12日14:20-15:00在動科系畜三教室。週四單週上課。  總人數上限：5人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|601 10910 03  一、組名：禽畜飼養組  二、指導教師：丁詩同 鄭位明  三、上課地點：畜產系加工大樓205室及畜舍  四、名額限制：5人  五、課程簡介：  本組課程主要目的是讓學生從家畜禽之飼養管理過程中，培養對動物的瞭解及情感，並於飼養過中確實體驗飼養者的辛勞，進而能更加珍惜目前所擁有的資源。上課方式為一週上課一週現場實習。本課程主要內容分為五大部分：(1)豬的飼養管理，介紹豬的品種、迷你豬之選育及用途、豬的日常管理、豬各階段之飼養及管理方法。(2)牛的飼養管理，介紹乳牛各階段之飼養管理、擠乳作業與擠乳系統、自動給飼系統介紹。(3)雞的飼養管理，包括肉、蛋雞之飼養管理及雞蛋之孵化。(4)家畜之生理簡介，介紹豬牛羊之生殖生理。(5)肉製品之實作，如貢丸、香腸等之製作。  六、成績評定：  １．期中讀書報告 60%  ２．期末心得報告 20%  ３．上課出勤 20%    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
16996,德國民法舉證責任之基礎,雷德曼,"|**課程資訊**        課程名稱| 德國民法舉證責任之基礎  Basics of the Burden of Proof in German Civil Law  |    開課學期| 108-1    授課對象| 法律學院  法律研究所    授課教師| [雷德曼](teacher.php?op=s2&td=A01258)    課號| LAW7218    課程識別碼| A21 M8120    班次|    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間| 第5,6 週  星期一1,2,5(8:10~13:10)星期二1,2,5(8:10~13:10)星期三1,2,5(8:10~13:10)    上課地點| 霖研七1709霖研七1709霖研七1709    備註| 本課程以英語授課。密集課程。  限法律學院學生  總人數上限：20人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081LAW7218>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=A21M&cou_code=A21M8120)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|The course teaches the basics of the burden of proof in German civil law onthe basics of selected case law and deepens this knowledge on the basics ofquestions of medical malpractice law.    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀| 待補    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||"
21353,產業組織導論,朱建達,"|**課程資訊**        課程名稱| 產業組織導論  Introduction to Industrial Organization  |    開課學期| 108-1    授課對象| 社會科學院  經濟學系    授課教師| [朱建達](teacher.php?op=s2&td=303210)    課號| ECON5127    課程識別碼| 323 U2260    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四2,3,4(9:10~12:10)    上課地點| 社科研608    備註| 本課程以英語授課。  限學士班三年級以上 或 限碩士班以上 或 限博士班  總人數上限：30人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=323D&cou_code=323U2260)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|This course provides the introduction to Industrial Organization (IO),including the study of the market structure, the theory of the firm, and someother important topics in IO. The focus will be on some basic theoreticalmodels and related empirical studies.    課程目標| The goal is to familiarize students with different market structures and toprovide some related topics for research in the future.    課程要求| The requirement is that students should read the assigned materials beforeattending class. Grades will be based on:    Late term paper will not be accepted for any reason. For in-classpresentation, each group (1-2 students) should present one paper (30-40minutes with discussion) from the reading list. Besides the presentationgroup, each other group should hand in an one-page summary report for thepresented paper.    Office Hours| 每週四 10:00~11:00    參考書目| 1\. Dennis W. Carlton and Jeffrey M. Perloff. Modern IndustrialOrganization, Pearson/Addison Wesley, 2005.  2\. Jean Tirole. The Theory of Industrial Organization, Cambridge, MA: MITPress, 1988.    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
68420,書報討論,徐莞曾,"|**課程資訊**        課程名稱| 書報討論  Seminar  |    開課學期| 108-1    授課對象| 藥學研究所    授課教師| [徐莞曾](teacher.php?op=s2&td=403060)    課號| PHARM7002    課程識別碼| 423 M0040    班次| 19    學分| 1.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=423M&cou_code=423M0040)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|書報討論    課程目標| 1\. 給予主題式文獻蒐集、彙整及評論的訓練，以培養執行研究及使用相關工具之能力。    課程要求| 以中文報告，針對選擇性主題進行引言和最新的研究進展介紹，分析評論目前的困境與未來方向；也可單就1-2篇期刊文章進行導讀或陳述。  主題包括：  1、代謝性發炎反應對脂肪間葉幹細胞分化與免疫調控的影響  2、利用人類多潛能性幹細胞分化心肌細胞平台發展新興標靶抗癌藥物合併傳統化療藥物誘發心毒性之生物指標  3、臨床藥師於心臟衰竭、心臟移植、心臟暨腫瘤科等藥師門診之藥事照護服務與教學成效    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||"
68388,進階藥廠實習(一),郭錦樺,"|**課程資訊**        課程名稱| 進階藥廠實習(一)  APPE — Pharmaceutical Manufacturing (Ⅰ)  |    開課學期| 108-1    授課對象| 醫學院  藥學系    授課教師| [郭錦樺](teacher.php?op=s2&td=403047)    課號| PHARM5073    課程識別碼| 423 U3910    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 與張琳巧合授  限學士班六年級以上 且 限本系所學生(含輔系、雙修生)  總人數上限：20人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程藉由實習過程，讓學生了解藥品製造與研發產業。授課對象為藥學系修畢五年級課程、即將升上六年級或六年級在學學生。  1\. 進階藥廠實習每3學分為一單元，每一單元以三週（120小時）為原則，學生至多可選修至四單元（12學分）。  2\. 實習時間不限暑假，依所在實習單位規劃，各梯次時間由8月11日至隔年5月29日進行實習。  3\. 各實習單位提供的實習課程內容及長度不一，有一單元（三週）和兩單元（六週），依實習單位課程規劃而定。    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
58125,學士專題研究乙,王大銘,"|**課程資訊**        課程名稱| 學士專題研究乙  Special Project (b.s.) (b)  |    開課學期| 108-1    授課對象| 化學工程學系    授課教師| [王大銘](teacher.php?op=s2&td=504065)    課號| ChemE4001    課程識別碼| 504 400B0    班次| 21    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 選課前請先與課教師洽談。  限學士班四年級以上  總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=5040&cou_code=504400B0)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|後補    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
06206,微積分乙上,張志中,"|**課程資訊**        課程名稱| 微積分乙上  Calculus (general Mathematics) (b)(1)  |    開課學期| 108-1    授課對象| 牙醫學系    授課教師| [張志中](teacher.php?op=s2&td=201054)    課號| MATH1203    課程識別碼| 201 101B1    班次| 06    學分| 3.0    全/半年| 全年    必/選修| 必修    上課時間| 星期二3,4(10:20~12:10)星期四10(17:30~18:20)    上課地點| 新102新102    備註| 大二以上限20人.  限本系所學生(含輔系、雙修生)  總人數上限：130人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081MATH1203_06>    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|Differential and integral calculus of one variable functions withapplications.    課程目標| Study the process of approximation and its limitation/errors, learn thetools and techniques for analyzing regular mappings with applications, anddeepen the understanding of elementary functions.    課程要求| High School Mathematics    Office Hours|    參考書目| Textbook: Thomas' calculus, early transcendentals. 13th edition in SI units.  Revised by M. D. Weir and J. Hass. Pearson 2016. 東華書局/新月圖書 代理  注意: 多數 微積分教科書的內容 大同小異，已有一本微積分書的同學可考慮不必再買  上述課本，只需研讀既有書本其相應的章節內容即可。學習數學必須動手習做，因此我會勾選課本  每節較具代表性(講明白一點，較繁複)的計算題 請同學練習。沒有購買課本的同學請務必拿手中既  有的書本的習題切實演練。    指定閱讀| 待補    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | 期中考  |35%| 暫定    2. | 期末考  |35%| 暫定    3. | max {quiz 1, quiz 2}  |15%|    4. | max {quiz 3, quiz 4}  |15%|      **課程進度**        週次|日期|單元主題    ||    第1週| 9/10, 9/12  |(由這行說明開始，包含本週與以下之內容為系統複製去年課程之進度，其目的在提供同學了解往年課程進行之內容與快慢。日後，隨著日期與課程進行，將會逐週進行更新。同學請以最新逐週公布的『課程大綱』為準，進行複習並演練習題。）2.3 The precise definition of a limit 2.2 Limit of a function and limit laws2.4 One sided limits    第2週| 9/17, 9/19  | 9/18: 2.5 Continuity (including various types of discontinuityand intermediate value theorem) 9/20: 2.6 Limits involving infinity;asymptotes of graphs    第3週|   | 9/25: 3.1, 3.2 9/27: 3.3 differentiation rules    第4週|   | 10/2: 3.5 derivatives of trig. functions, and 3.6 the chain rule (3.4 isskipped) 10/4: 3.7 implicit differentiation    第5週|   | 10/09: 3.8 exponential and logarithmic functions 10/11: quiz 1    第6週|   | 10/16: 3.9 a brief introduction of inverse trigonometric functions(including their derivatives), and 3.11 linearization and differentials 10/18:absolute/relative max. and min. values, and extreme value theorem。後半小時發小考1考卷    第7週|   | 10/23: theoretical parts of 4.1 - 4.3, and L'Hopital's rule in 4.510/25: 4.4 concavity and curve sketching    第8週|   | 10/30: more examples of curve sketching and indeterminate forms (4.4 and4.5) 11/01: quiz 2    第9週|   | 11/6: 4.6 applied optimization 11/8: 4.8 antiderivatives and 5.2partition of an interval, and so on. 4.7 and 5.1 are skipped    第10週|   | 11/13: Definition and properties of Riemann integrals. 11/15: 校慶    第11週|   | 11/20: Midterm exam. 11/22: 5.4 The fundamental theorem of calculus    第12週|   | 11/27: 5.5 integration by substitution 11/29: 5.6 and 6.1 area betweencurves and volumes using cross-sections    第13週|   | 12/4: 6.1 and 6.2 volumes by disk and shell methods 12/6: 6.3 arc length    第14週|   | 12/11: separable differential equations, integration by parts 12/13:Quiz 3    第15週|   | 12/18: 8.2, 8.3 (sine and cosine), and 8.5 12/20: 8.5    第16週|   | 12/25: Improper integrals 12/27: Improper integrals (direct and limitcomparison theorems)    第17週|   | 1/3: quiz 4 on separable differential equations, integration by parts,and integrals of rational functions 1/8: Final exam."
30715,藥學研究(三),顧記華,"|**課程資訊**        課程名稱| 藥學研究(三)  Special Topics (Ⅲ)  |    開課學期| 108-1    授課對象| 藥學系    授課教師| [顧記華](teacher.php?op=s2&td=403040)    課號| PHARM5065    課程識別碼| 423 U3730    班次| 02    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 限學士班六年級以上 且 限本系所學生(含輔系、雙修生)  總人數上限：10人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|藥學研究(三)    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
